ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
1094,文山,萬有3號公園臺北市文山區景隆街101號對面涼亭旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.543133,24.998645,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1094,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1094.JPG
1095,文山,原野運動公園臺北市文山區萬芳路50-8號對面入口處旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.571060,24.997074,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1095,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1095.JPG
1096,文山,樟新公園臺北市文山區一壽街17巷內遊戲區旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.557128,24.979356,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1096,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1096.JPG
1097,文山,興豐公園臺北市文山區興隆路2段123巷內入口處旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.547395,25.000249,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1097,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1097.JPG
1098,文山,景美公園臺北市文山區萬慶街52號對面涼亭旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.537633,24.993628,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1098,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1098.JPG
1099,文山,仙岩公園臺北市文山區仙岩路116巷遊戲區旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.549296,24.997950,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1099,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1099.JPG
1107a,大安,大安森林公園臺北市大安區建國南路2段兒童遊戲區,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.536303,25.032738,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107a.JPG
1107b,大安,大安森林公園臺北市大安區建國南路2段溜冰場旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.535963,25.032531,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107b.JPG
1107c,大安,大安森林公園臺北市大安區建國南路2段籃球場旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.535963,25.031780,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107c.JPG
1107d,大安,大安森林公園臺北市大安區建國南路2段7號出入口旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.536234,25.026096,正常,20231219000000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1107d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1107d.JPG
1151a,中正,植物園臺北市中正區和平西路2段入口圓環旁,臺北植物園,+886 2 2303 9978轉2727,Mo-Su 08:00-18:00,121.508850,25.031300,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151a.JPG
1151b,中正,植物園臺北市中正區和平西路2段欖仁廣場,臺北植物園,+886 2 2303 9978轉2727,Mo-Su 08:00-18:00,121.508596,25.032624,正常,20240105100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151b.JPG
1151c,中正,植物園臺北市中正區和平西路2段名人園區,臺北植物園,+886 2 2303 9978轉2727,Mo-Su 08:00-18:00,121.510036,25.032666,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151c.JPG
1151d,中正,植物園臺北市中正區南海路53號後面植物園棕櫚區入口,臺北植物園,+886 2 2303 9978轉2727,Mo-Su 08:00-18:00,121.509222,25.031291,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151d.JPG
1151e,中正,植物園臺北市中正區博愛路228號對面博愛路側入口步道旁,臺北植物園,+886 2 2303 9978轉2727,Mo-Su 08:00-18:00,121.510485,25.033004,正常,20240105100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1151e,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1151e.JPG
1152a,中正,客家文化園區臺北市中正區汀洲路三段2號鐵馬譯站,臺北市客家文化基金會,+886 2 2369 1198轉338,24/7,121.525140,25.020650,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1152a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1152a.JPG
1153a,中正,中山堂臺北市中正區延平南路98號廣場東南方,臺北市中山堂管理所,+886 2 2381 3137轉152,24/7,121.510220,25.042580,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153a.JPG
1153b,中正,中山堂臺北市中正區延平南路98號廣場東北方,臺北市中山堂管理所,+886 2 2381 3137轉152,24/7,121.510570,25.042870,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153b.JPG
1153c,中正,中山堂臺北市中正區延平南路側國父銅像前草地,臺北市中山堂管理所,+886 2 2381 3137轉152,24/7,121.510560,25.043682,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1153c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1153c.JPG
1154a,中正,桃捷台北火車站臺北市中正區鄭州路8號哺乳室旁,桃園大眾捷運股份有限公司,03-2838888l轉51003,Mo-Su 06:00-23:00,121.512275,25.049302,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154a.JPG
1154b,中正,桃捷台北火車站臺北市中正區鄭州路8號中間廊道,桃園大眾捷運股份有限公司,03-2838888l轉51003,Mo-Su 06:00-23:00,121.513944,25.048695,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154b.JPG
1154c,中正,桃捷台北火車站臺北市中正區鄭州路8號親子廁所旁,桃園大眾捷運股份有限公司,03-2838888l轉51003,Mo-Su 06:00-23:00,121.514506,25.048521,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1154c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1154c.JPG
1155b,中正,紀州庵臺北市中正區同安街107號展演台旁,北水處西區分處,+886 2 3343 1678#1696,Mo-Su 10:00-18:00,121.520523,25.021615,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1155b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1155b.JPG
1156a,中正,牯嶺公園臺北市中正區牯嶺街141 號前東北側,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.518989,25.023536,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1156a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1156a.JPG
1156b,中正,牯嶺公園臺北市中正區廈門街113巷廈門街113巷入口處,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.518823,25.023351,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1156b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1156b.JPG
1157,中正,介壽公園臺北市中正區凱達格蘭大道西側中間走道,工務局公園處青年管理所,+886 2 2700 3830,024/7,121.514527,25.039133,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1157,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1157.JPG
1158,中正,南昌公園臺北市中正區南昌路與和平西路口遊戲場旁,工務局公園處青年管理所,+886 2 2700 3830,024/7,121.520120,25.026841,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1158,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1158.JPG
1159,中正,永昌公園臺北市中正區寧波西街181巷30號前遊戲場,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.509869,25.026150,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1159,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1159.JPG
1160,中正,文盛公園臺北市中正區羅斯福路三段284巷1號前遊戲場,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.532059,25.016197,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1160,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1160.JPG
1161,中正,永福公園臺北市中正區汀州路3段寶藏巖造景旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.532981,25.010274,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1161,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1161.JPG
1162,中正,北門景觀廣場臺北市中正區中華路1段1號臺北市中正區中華路1段1號廣場西側,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.510836,25.047665,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1162,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1162.JPG
1163,中正,台大公衛學院臺北市中正區徐州路17號前廣場旁,臺大公共衛生學院總務處,+886 2 3366 8110,24/7,121.523035,25.041181,正常,20240105100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1163,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1163.JPG
1165,中正,三井倉庫臺北市中正區忠孝西路一段263號廣場旁,臺北記憶倉庫,+886 2 2312 3717轉29,24/7,121.512080,25.047820,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1165,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1165.JPG
1174a,中正,古亭河濱公園臺北市中正區永春街200巷對面籃球場,工務局水利工程處南區管理站,+886 2 2720 8889#2690,24/7,121.525936,25.014590,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1174a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1174a.JPG
1174b,中正,古亭河濱公園臺北市中正區水源路63巷對面網球場,工務局水利工程處南區管理站,+886 2 2720 8889#2690,24/7,121.520897,25.020263,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1174b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1174b.JPG
1175,中正,連雲公園臺北市中正區新生南路一段146巷7號廣場旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.531898,25.035355,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1175,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1175.JPG
1176,中正,水源町公園臺北市中正區汀州路3段104巷40弄4號旁廣場解說牌旁,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.534852,25.011813,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1176,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1176.JPG
1179,中正區,公館商圈臺北市中正區羅斯福路四段18號人行道,北水處西區分處,+886 2 3343 1678#1696,24/7,121.533054,25.015760,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1179,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1179.JPG
1180,中正區,站前商圈臺北市中正區忠孝西路1段68號前人行道人行道,北水處西區分處,+886 2 3343 1678#1696,24/7,121.514776,25.046722,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1180,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1180.JPG
1212a,士林,士林園藝所臺北市士林區福林路60號公園入口處,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.530510,25.093936,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1212a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1212a.JPG
1212b,士林,士林園藝所臺北市士林區福林路60號辦公室旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.530534,25.091582,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1212b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1212b.JPG
1243a,大同,大橋頭站臺北市大同區民權西路223號1號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.512619,25.063195,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1243a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1243a.JPG
1243b,大同,大橋頭站臺北市大同區民權西路223號1號出口,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.512619,25.063195,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1243b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1243b.JPG
1245a,大同,北門站臺北市大同區塔城街10號1、2號出口間,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.510256,25.049408,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1245a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1245a.JPG
1245b,大同,北門站臺北市大同區塔城街10號1、2號出口間,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.510256,25.049408,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1245b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1245b.JPG
1246a,大同,中山站臺北市大同區南京西路55號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519413,25.052963,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1246a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1246a.JPG
1246b,大同,中山站臺北市大同區南京西路55號5號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519413,25.052963,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1246b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1246b.JPG
1248,大同,永樂市場臺北市大同區迪化街一段21號迪化街一段84號對面,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.510100,25.055400,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1248,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1248.JPG
1249,大同,歸綏戲曲公園臺北市大同區歸綏街179號對面歸綏街179號對面,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.513360,25.058110,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1249,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1249.JPG
1250a,大同,玉泉公園臺北市大同區西寧北路、忠孝西路2段交口泳池旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,024/7,121.507597,25.050232,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1250a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1250a.JPG
1250b,大同,玉泉公園臺北市大同區西寧北路、忠孝西路2段交口兒童遊戲區,工務局公園處圓山管理所,+886 2 2585 0192轉232,024/7,121.507460,25.049400,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1250b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1250b.JPG
1251a,大同,迪化休閒運動公園臺北市大同區酒泉街235號兒童遊戲區旁,衛工處迪化污水廠,+886 2 2599 1360#113,024/7,121.510390,25.074690,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1251a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1251a.JPG
1251b,大同,迪化休閒運動公園臺北市大同區酒泉街235號籃球場旁,衛工處迪化污水廠,+886 2 2599 1360#113,024/7,121.510460,25.074090,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1251b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1251b.JPG
1251c,大同,迪化休閒運動公園臺北市大同區酒泉街235號網球場旁,衛工處迪化污水廠,+886 2 2599 1360#113,024/7,121.510820,25.074010,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1251c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1251c.JPG
1252,大同,建成圓環臺北市大同區南京西路284號前建成圓環電箱前,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.514415,25.053698,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1252,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1252.JPG
1253,大同,德鄰公園臺北市大同區民權西路184巷26號對面石碑旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.514700,25.061890,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1253,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1253.JPG
1254,大同,樹德公園臺北市大同區大龍街與大龍街85巷廣場旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.516360,25.066550,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1254,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1254.JPG
